name,highway,geometry
Nagar Road,trunk,"LINESTRING (73.9066919 18.5554453, 73.9065181 18.5553397, 73.906374 18.5552389, 73.9061962 18.5551348, 73.9060493 18.5550599, 73.9059382 18.5550005, 73.9057335 18.5548926, 73.9055663 18.5548354)"
Nagar Road,trunk,"LINESTRING (73.9055663 18.5548354, 73.9055159 18.5548182, 73.9047833 18.5545947, 73.9047619 18.5545882, 73.9047369 18.5545805, 73.904364 18.5544694, 73.9042379 18.5544368, 73.9039832 18.5543505, 73.9037278 18.5542972, 73.9035069 18.5542682, 73.9032112 18.5542099, 73.9030816 18.5541727, 73.9026819 18.5540579, 73.9025776 18.5540279)"
Nagar Road,trunk,"LINESTRING (73.9059814 18.555254, 73.9062041 18.5553487, 73.9063098 18.5554067, 73.9064398 18.5555014, 73.9065664 18.5555944, 73.9067102 18.5557271, 73.9067255 18.555744, 73.9072062 18.5562052, 73.9072588 18.5562444)"
Nagar Road,trunk,"LINESTRING (73.9072588 18.5562444, 73.9073134 18.5562852, 73.9075111 18.556434)"
Ganeshkhind Road,trunk,"LINESTRING (73.8497944 18.5302479, 73.8501234 18.5301568, 73.8505396 18.5300416)"
,trunk,"LINESTRING (73.8505396 18.5300416, 73.8510049 18.5299117, 73.8511467 18.5298721, 73.8512551 18.5298418, 73.8513821 18.529803)"
Nagar Road,trunk,"LINESTRING (73.9594852 18.5744663, 73.9596871 18.5745568)"
Nagar Road,trunk,"LINESTRING (73.9596871 18.5745568, 73.9598519 18.5746307, 73.9599056 18.5746508)"
Nagar Road,trunk,"LINESTRING (73.9599056 18.5746508, 73.9600846 18.5747176)"
Nagar Road,trunk,"LINESTRING (73.9566861 18.5730457, 73.9564467 18.5729069, 73.9563259 18.5728207)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8535802 18.5051581, 73.8535797 18.5052238)"
Bajirao Road,trunk,"LINESTRING (73.8536461 18.5054335, 73.8536602 18.5056503, 73.8536222 18.5056995)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8535797 18.5052238, 73.8536332 18.5053025, 73.8536461 18.5054335)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8535797 18.5052238, 73.8535537 18.5052999, 73.8535618 18.5053898)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8535618 18.5053898, 73.8535751 18.5054946)"
Nagar Road,trunk,"LINESTRING (73.9682912 18.5769818, 73.9680568 18.5769579, 73.9675965 18.5769035, 73.9671953 18.5768561, 73.9667693 18.5767789, 73.9662935 18.5766727, 73.9661651 18.5766393, 73.9661268 18.5766294, 73.9658289 18.576552, 73.9655744 18.5764858, 73.965459 18.5764555, 73.9645533 18.5762172)"
Nagar Road,trunk,"LINESTRING (73.9681731 18.577046, 73.9683719 18.5770663)"
Mundhwa Road,trunk,"LINESTRING (73.9321641 18.5235829, 73.9322034 18.5238985)"
Mundhwa Road Railway Flyover,trunk,"LINESTRING (73.9322034 18.5238985, 73.9322181 18.5240783, 73.9322235 18.5243306, 73.9322181 18.5249509, 73.9322288 18.525846, 73.9322181 18.5267263, 73.9322343 18.5275297, 73.9323043 18.5282144, 73.9323684 18.5289027, 73.9323827 18.5296526, 73.9323765 18.5297494)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7637153 18.5747936, 73.7643537 18.5730726, 73.7647677 18.5719666)"
,trunk,"LINESTRING (73.7877651 18.4962727, 73.7878822 18.4962159)"
Kharadi Bypass,trunk,"LINESTRING (73.93422 18.5383268, 73.9343295 18.5389339, 73.9343947 18.5392551, 73.9344598 18.5395753, 73.9345051 18.5397984)"
Kharadi Bypass,trunk,"LINESTRING (73.9343455 18.538165, 73.9342874 18.5377954)"
Kharadi Bypass,trunk,"LINESTRING (73.935193 18.5423765, 73.9351663 18.5422609)"
,trunk,"LINESTRING (73.8840851 18.4508831, 73.8835168 18.4508066, 73.8829505 18.4507465)"
,trunk,"LINESTRING (73.8840851 18.4508831, 73.8863711 18.451183, 73.888688 18.4515744)"
Mundhwa Road,trunk,"LINESTRING (73.9320958 18.5226213, 73.9321271 18.5231224, 73.9321458 18.523422, 73.9321575 18.5235295)"
Saswad Road,trunk,"LINESTRING (73.9433917 18.4966061, 73.9436219 18.4964447)"
Solapur Road,trunk,"LINESTRING (73.9513021 18.4990658, 73.9506724 18.4991494)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.846395 18.5575821, 73.846288 18.5577012, 73.8461925 18.5578011, 73.8435718 18.5599064, 73.8434954 18.5599789, 73.8434109 18.5600729, 73.8428431 18.5608383, 73.8427224 18.5610319, 73.8424983 18.5613864, 73.8423402 18.5616495, 73.8422673 18.5617775, 73.8421263 18.5619779, 73.8418618 18.5623538, 73.8417873 18.5624485, 73.8415044 18.5629281, 73.84082 18.5638983)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8514207 18.5485619, 73.8517215 18.5476736, 73.8517706 18.547536, 73.8518256 18.5472336, 73.8518386 18.5471356, 73.8518454 18.5470839, 73.8518773 18.5467136, 73.851887 18.546515, 73.851772 18.5447537)"
Nagar Road,trunk,"LINESTRING (73.9072937 18.5559452, 73.9069962 18.5556973, 73.9068367 18.5555561, 73.9067755 18.5555111, 73.9066919 18.5554453)"
Nagar Road,trunk,"LINESTRING (73.896686 18.5521711, 73.8965895 18.5521368)"
Mundhwa Road,trunk,"LINESTRING (73.9289206 18.5075133, 73.9290031 18.5076043, 73.9290666 18.5076743)"
Mundhwa Road,trunk,"LINESTRING (73.9276777 18.5056854, 73.9276866 18.5058257, 73.9277003 18.505929, 73.9277142 18.5059872)"
Pune-Solapur Road,trunk,"LINESTRING (73.9042422 18.5064281, 73.9040105 18.5064294, 73.9038368 18.5064304)"
"['Solapur Road', 'Pune-Solapur Road']",trunk,"LINESTRING (73.9038368 18.5064304, 73.9029186 18.5064541, 73.9023383 18.5064484)"
Nagar Road,trunk,"LINESTRING (73.9243462 18.5624305, 73.9242746 18.5624168, 73.9241899 18.5623956, 73.9236929 18.5622712, 73.9231622 18.562126, 73.9228097 18.5620295, 73.9225527 18.561972)"
Solapur Road,trunk,"LINESTRING (73.89853 18.5065557, 73.8984342 18.5065704)"
Kharadi Bypass,trunk,"LINESTRING (73.9380747 18.5583679, 73.9381065 18.5585354)"
Nagar Road,trunk,"LINESTRING (73.9431113 18.5646281, 73.9432401 18.5647617, 73.9432759 18.5647988, 73.9433764 18.5649031, 73.9434437 18.564983)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8849425 18.4535809, 73.8843975 18.453198, 73.8842648 18.4531057, 73.8840973 18.4529965, 73.8838318 18.4528553)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8795657 18.4505247, 73.8794076 18.4504253)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.868784 18.4484842, 73.8686364 18.4484253)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8667276 18.4483083, 73.8668117 18.4482851)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8892851 18.4528112, 73.8892321 18.4528472, 73.8891684 18.4529076, 73.8888463 18.4532333, 73.8887118 18.4533273, 73.8885897 18.4533961, 73.8883119 18.4535052, 73.8881332 18.4535522, 73.8878589 18.4536361, 73.8872342 18.4538594, 73.8871227 18.4538745, 73.8870431 18.4538762, 73.8867706 18.4538443, 73.8866379 18.4538308, 73.8860893 18.4538157, 73.8855637 18.4538224, 73.8853814 18.4537989, 73.8852292 18.4537432, 73.885083 18.4536682)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.885083 18.4536682, 73.8849709 18.4536009, 73.8849425 18.4535809)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8838318 18.4528553, 73.8835941 18.4527146, 73.8834827 18.4526273, 73.8831924 18.4523553, 73.8830456 18.4522395, 73.882885 18.4521416, 73.8826637 18.4520373, 73.8820334 18.4517218)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8820334 18.4517218, 73.881745 18.4515717, 73.8812313 18.451291)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.879779 18.4506582, 73.8795657 18.4505247)"
,trunk,"LINESTRING (73.879779 18.4506582, 73.8797344 18.4507095)"
,trunk,"LINESTRING (73.879779 18.4506582, 73.8797861 18.4506199, 73.8798525 18.4503163)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8775281 18.4500679, 73.8772168 18.4500487)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8772168 18.4500487, 73.8768359 18.450043)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8768359 18.450043, 73.8767094 18.4500354, 73.8762468 18.4500077, 73.8758207 18.4499417)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8758207 18.4499417, 73.8754004 18.4498566)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8754004 18.4498566, 73.8751761 18.4498169)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8751761 18.4498169, 73.8748106 18.4497646)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8748106 18.4497646, 73.8744064 18.4496947)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8744064 18.4496947, 73.8743044 18.4496721)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8738174 18.4495821, 73.8735679 18.44957)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8735679 18.44957, 73.873333 18.4495629)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.873333 18.4495629, 73.8730446 18.4495763)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8730446 18.4495763, 73.8726664 18.4495922)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8726664 18.4495922, 73.8724411 18.449603, 73.8722379 18.4496138)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8722379 18.4496138, 73.8719099 18.4496272)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8719099 18.4496272, 73.8715127 18.4495919)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8715127 18.4495919, 73.8712032 18.4495167)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8712032 18.4495167, 73.8708562 18.4493802)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8708562 18.4493802, 73.87052 18.4492326)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8700695 18.4490347, 73.8691967 18.4486489, 73.868784 18.4484842)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8686364 18.4484253, 73.8684608 18.4483669)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8684608 18.4483669, 73.8682065 18.4483059)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8682065 18.4483059, 73.8679723 18.4482577)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8679723 18.4482577, 73.8676586 18.4482126)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8676586 18.4482126, 73.8674794 18.4481939)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8674794 18.4481939, 73.867233 18.4481906)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.867233 18.4481906, 73.8671103 18.4482024, 73.8668113 18.4482427)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8668113 18.4482427, 73.8664928 18.44833, 73.8663388 18.4483551, 73.8661567 18.4483771, 73.8657725 18.4483854, 73.8653536 18.4484015, 73.8648434 18.4484456, 73.8645346 18.4484421, 73.8643469 18.4484103, 73.8641846 18.4483492, 73.863984 18.4482303)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8847948 18.4535618, 73.88491 18.4536465)"
Nagar Road,trunk,"LINESTRING (73.9822225 18.5805153, 73.9820101 18.5805657, 73.9816661 18.580633)"
Solapur Road,trunk,"LINESTRING (73.8807286 18.5067197, 73.8817031 18.5065575)"
Solapur Road,trunk,"LINESTRING (73.8822311 18.5065024, 73.8831912 18.5064166, 73.8837569 18.5064319, 73.8839033 18.5064063)"
Kharadi Bypass,trunk,"LINESTRING (73.9376041 18.554081, 73.9375808 18.5538674, 73.9375679 18.5537493, 73.9375357 18.5534542, 73.9375155 18.5532696, 73.9375006 18.5531361, 73.9374824 18.5529727, 73.937452 18.5526877, 73.9374302 18.5525052)"
Solapur Road,trunk,"LINESTRING (73.8844098 18.5065342, 73.8843062 18.506508)"
Solapur Road,trunk,"LINESTRING (73.8844098 18.5065342, 73.8844685 18.5065997, 73.8845982 18.5066437, 73.8846847 18.506663, 73.8847649 18.5066735, 73.8850033 18.506688, 73.8852113 18.5066976, 73.8854573 18.5066952, 73.885809 18.5066804, 73.8870826 18.5066267, 73.8884919 18.5065459, 73.8887778 18.5065295)"
Solapur Road,trunk,"LINESTRING (73.8791847 18.5069615, 73.8792269 18.5069924, 73.8793001 18.5070073, 73.8793253 18.5070124)"
Satara Road,trunk,"LINESTRING (73.8591582 18.4461891, 73.8592333 18.4458252, 73.8592962 18.4455154)"
Satara Road,trunk,"LINESTRING (73.8592962 18.4455154, 73.8593204 18.4452947, 73.8593319 18.4452076)"
Satara Road,trunk,"LINESTRING (73.8593319 18.4452076, 73.8593405 18.4450695, 73.8593452 18.4449277)"
Satara Road,trunk,"LINESTRING (73.8593452 18.4449277, 73.8593338 18.4447006)"
Satara Road,trunk,"LINESTRING (73.8593338 18.4447006, 73.8593227 18.4446339)"
Satara Road,trunk,"LINESTRING (73.858505 18.4543748, 73.8585672 18.4547759, 73.8585817 18.4550842, 73.8585769 18.4553465, 73.8584798 18.456138, 73.8584362 18.4564441, 73.8583828 18.4567156, 73.8582955 18.4570032, 73.8581766 18.4574887, 73.8581402 18.4577119, 73.8581348 18.4577531, 73.858126 18.4578406, 73.858105 18.4579936)"
Satara Road,trunk,"LINESTRING (73.8586935 18.4543628, 73.8586854 18.4543112, 73.8586747 18.4542419)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8378664 18.570142, 73.8374715 18.5711718)"
Nagar Road,trunk,"LINESTRING (73.9890885 18.5829441, 73.9894178 18.5831381, 73.9896306 18.5832668, 73.9897618 18.5833461, 73.9902856 18.5836628, 73.9910602 18.5841245)"
Nagar Road,trunk,"LINESTRING (73.9915058 18.5844004, 73.9919452 18.584666, 73.9923101 18.5848866, 73.9926576 18.5850967, 73.9927433 18.5851485, 73.9930131 18.5853189, 73.9932294 18.5854788, 73.9934211 18.5856219, 73.994524 18.5865844, 73.9948747 18.5868904)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8517597 18.5443005, 73.8517576 18.5442461, 73.8517411 18.5440322, 73.8516582 18.5429567, 73.8516224 18.542596)"
Satara Road,trunk,"LINESTRING (73.8571475 18.4771472, 73.8571009 18.4770868)"
Satara Road,trunk,"LINESTRING (73.8575792 18.483855, 73.8575578 18.4837141, 73.8575301 18.4835482)"
,trunk,"LINESTRING (74.0030677 18.5971822, 74.0035909 18.5974949, 74.0041661 18.5978386, 74.0048627 18.5982548, 74.0049924 18.5983323, 74.0054641 18.5986142, 74.005856 18.5988484, 74.0062022 18.5990553, 74.0069441 18.5994986, 74.0072966 18.5996705)"
,trunk,"LINESTRING (74.0103585 18.6017372, 74.0099375 18.6013431, 74.0096377 18.6010624, 74.0095234 18.6009553, 74.0092535 18.600726)"
,trunk,"LINESTRING (74.0092535 18.600726, 74.0088553 18.6003878, 74.0085221 18.6001821, 74.0075606 18.5997134, 74.0069859 18.5994333, 74.0060464 18.5988719, 74.0049543 18.5982193, 74.0030532 18.5970833)"
,trunk,"LINESTRING (74.0072966 18.5996705, 74.0084834 18.6002492, 74.0088056 18.600448, 74.0094672 18.60101, 74.0102832 18.6018018, 74.0104357 18.6019498, 74.0108609 18.6023623, 74.0117481 18.6032232)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8588862 18.5006236, 73.8591735 18.5006114, 73.8595344 18.500596, 73.8597777 18.5005678, 73.8600409 18.5005373, 73.8604067 18.5004916, 73.8606016 18.5004627, 73.8611068 18.5003731, 73.8614526 18.5002903, 73.8614971 18.5002713, 73.8616714 18.5001969)"
Shivaji Road,trunk,"LINESTRING (73.8584909 18.5009078, 73.8584458 18.5008041, 73.8584093 18.5007573, 73.8583493 18.5007064, 73.8583125 18.5006878, 73.8582849 18.5006738, 73.8582142 18.5006618)"
Shivaji Road,trunk,"LINESTRING (73.8584909 18.5009078, 73.8585318 18.5006335, 73.8585447 18.5005474)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8584349 18.5005586, 73.8585447 18.5005474)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8584349 18.5005586, 73.8583682 18.5005718, 73.8582999 18.5006067, 73.8582142 18.5006618)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8638601 18.4482519, 73.8639191 18.4483022)"
Katraj Flyover,trunk,"LINESTRING (73.8639197 18.4481832, 73.8638019 18.4481313, 73.8635489 18.4480301, 73.863423 18.4479888, 73.86249 18.4477809, 73.8615621 18.4476314, 73.8607546 18.4475654, 73.8606052 18.4475698, 73.8604449 18.4475873, 73.8596765 18.4477217, 73.8595994 18.447737, 73.8594955 18.4477499)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8809833 18.4512447, 73.8812064 18.4513495)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8192592 18.4634439, 73.8191907 18.4635177)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8193622 18.4631034, 73.8193243 18.46318, 73.8192911 18.4632802, 73.8192592 18.4634439)"
Saswad Road,trunk,"LINESTRING (73.9408422 18.4985697, 73.940848 18.4985642)"
Saswad Road,trunk,"LINESTRING (73.940848 18.4985642, 73.9408547 18.4985579, 73.94097 18.4984505, 73.9409948 18.4984289)"
,trunk,"LINESTRING (73.8497994 18.52984, 73.8497908 18.5300811, 73.8497881 18.5301322)"
Satara Road,trunk,"LINESTRING (73.8575753 18.4682667, 73.8575631 18.4683442)"
Satara Road,trunk,"LINESTRING (73.8584433 18.4996717, 73.8584541 18.4995801)"
Satara Road,trunk,"LINESTRING (73.8583041 18.4980081, 73.8581228 18.4970161, 73.8581091 18.4968456, 73.8581049 18.4967938, 73.8581029 18.4966935)"
Satara Road,trunk,"LINESTRING (73.8573071 18.4812527, 73.8573037 18.481158)"
Bajirao Road,trunk,"LINESTRING (73.8551804 18.5209285, 73.8551881 18.5209776, 73.8551999 18.5210526, 73.8552092 18.5211268)"
Shivaji Road,trunk,"LINESTRING (73.8533112 18.5257293, 73.853329 18.525692, 73.8533327 18.5256843, 73.8533509 18.5256424, 73.8535932 18.5250855, 73.8536433 18.5249691, 73.8536801 18.5248782)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8535761 18.5317956, 73.85354 18.5318305)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8396737 18.5654672, 73.8395137 18.5657561, 73.8394654 18.5658486, 73.8391871 18.5665606, 73.8391261 18.5667169, 73.8390584 18.5668922, 73.8387162 18.567828, 73.8383533 18.5688204)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8397135 18.5656206, 73.8397244 18.565605, 73.8408805 18.5639171)"
Magarpatta Road Flyover,trunk,"LINESTRING (73.9275062 18.5023895, 73.9274365 18.50241)"
,trunk,"LINESTRING (73.8594955 18.4477499, 73.859479 18.4475285, 73.8594611 18.4474629)"
Satara Road,trunk,"LINESTRING (73.8581053 18.4987045, 73.8581094 18.4987356, 73.8581724 18.4990714, 73.8583186 18.4999375, 73.8583428 18.5000596, 73.8583763 18.5002236, 73.8583949 18.5003118, 73.8584273 18.5004653)"
Satara Road,trunk,"LINESTRING (73.8582295 18.462457, 73.8581719 18.4618451, 73.8581477 18.4615885)"
Satara Road,trunk,"LINESTRING (73.8580057 18.4509292, 73.8580063 18.4509546, 73.8580099 18.4511131)"
Satara Road,trunk,"LINESTRING (73.858086 18.4593958, 73.8580816 18.4593025, 73.8580774 18.4592135, 73.8580765 18.4589309, 73.8581294 18.4586076, 73.8582602 18.4580221, 73.8584323 18.4572913)"
Satara Road,trunk,"LINESTRING (73.8584323 18.4572913, 73.8584758 18.457122, 73.8585663 18.4567445, 73.858615 18.4565038, 73.8586383 18.4563254)"
Satara Road,trunk,"LINESTRING (73.858742 18.4556225, 73.8587625 18.4554873, 73.858784 18.4551578, 73.8587717 18.4549321)"
Satara Road,trunk,"LINESTRING (73.8587717 18.4549321, 73.8587639 18.4547877, 73.8587307 18.4545876, 73.8586935 18.4543628)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7756036 18.5436469, 73.7753056 18.5439362, 73.7750566 18.5441787, 73.7747769 18.5444721, 73.7745645 18.5447489, 73.7744404 18.5449473, 73.7743302 18.5451389, 73.7742602 18.5452786, 73.7741911 18.5454312, 73.7740705 18.5457394, 73.7739482 18.5460797, 73.7732246 18.5480879)"
,trunk,"LINESTRING (73.9394556 18.4999554, 73.9394246 18.4999588)"
,trunk,"LINESTRING (73.9394246 18.4999588, 73.9393184 18.4999458, 73.9392304 18.499976, 73.9390499 18.5001429, 73.9388921 18.5002854, 73.9386857 18.5004911, 73.938574 18.5005853)"
,trunk,"LINESTRING (73.938705 18.5006712, 73.9385723 18.5006888)"
,trunk,"LINESTRING (73.938705 18.5006712, 73.9389011 18.5006448)"
,trunk,"LINESTRING (73.9389011 18.5006448, 73.938705 18.5006712)"
,trunk,"LINESTRING (73.9389011 18.5006448, 73.9394903 18.5005654, 73.9397825 18.5005224)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8644007 18.4485765, 73.8644837 18.4485846, 73.864654 18.4485795, 73.8649155 18.4485464)"
Nagar Road,trunk,"LINESTRING (73.9104367 18.5582973, 73.9105857 18.558365, 73.911012 18.5585588, 73.9111675 18.5586121)"
Solapur Road,trunk,"LINESTRING (73.922854 18.5035547, 73.9226535 18.5036045)"
Solapur Road,trunk,"LINESTRING (73.9107915 18.5064156, 73.9121331 18.5063886, 73.9126293 18.5063593)"
Solapur Road,trunk,"LINESTRING (73.9056683 18.5065606, 73.9062104 18.5065561, 73.9069232 18.5065395)"
Solapur Road,trunk,"LINESTRING (73.926147 18.502856, 73.9262565 18.5028299, 73.9271895 18.502607)"
Nagar Road,trunk,"LINESTRING (73.948237 18.5677586, 73.9483047 18.5677899, 73.9487072 18.5680011, 73.9488352 18.568076, 73.9496438 18.5685522)"
Mundhwa Road,trunk,"LINESTRING (73.9297102 18.5083317, 73.9296495 18.5082598, 73.9295475 18.5081319, 73.9293378 18.5078705, 73.9291136 18.507603, 73.9285451 18.5069696)"
Nagar Road,trunk,"LINESTRING (73.9563259 18.5728207, 73.9561056 18.5726635)"
Nagar Road,trunk,"LINESTRING (73.956286 18.5728942, 73.9563996 18.5729693, 73.9567689 18.5731833, 73.9570531 18.5733369, 73.9572736 18.5734341, 73.9573422 18.573484, 73.957688 18.5736438, 73.9580061 18.5737909)"
Saswad Road,trunk,"LINESTRING (73.9456306 18.4948766, 73.9443312 18.4957871, 73.9435714 18.4963619)"
Saswad Road,trunk,"LINESTRING (73.9435714 18.4963619, 73.9421672 18.4973862, 73.9419258 18.4975694, 73.9418305 18.4976393)"
Nagar Road,trunk,"LINESTRING (73.9683719 18.5770663, 73.9684542 18.5770747)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8812313 18.451291, 73.8810902 18.4512139, 73.881029 18.4511804)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8812064 18.4513495, 73.881241 18.4513658, 73.881441 18.4514712, 73.8818205 18.4516711, 73.8820257 18.4517792)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.87052 18.4492326, 73.8700695 18.4490347)"
,trunk,"LINESTRING (73.8594611 18.4474629, 73.8594418 18.4473923, 73.8593979 18.4473346, 73.8593624 18.4473041, 73.8593005 18.4472663)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8372152 18.5718673, 73.8372083 18.5718843, 73.8371937 18.5719242, 73.8370746 18.5722146)"
Castellino Marg,trunk,"LINESTRING (73.8785196 18.505674, 73.8785685 18.5057542, 73.8787154 18.5061616, 73.8789606 18.5066313, 73.8791263 18.5068923, 73.8791847 18.5069615)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8911057 18.4522755, 73.8912601 18.4522203)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8911524 18.4521348, 73.89107 18.4521924, 73.890984 18.4522362, 73.8904036 18.4524426, 73.8902018 18.4525031, 73.8900656 18.452535, 73.8896267 18.4526441, 73.8895552 18.4526685)"
Shivaji Road,trunk,"LINESTRING (73.8587663 18.5024765, 73.8587518 18.5023845, 73.858739 18.5023035, 73.8586765 18.5019624, 73.8586251 18.5016817)"
Shivaji Road,trunk,"LINESTRING (73.8589873 18.5036586, 73.8587663 18.5024765)"
Satara Road,trunk,"LINESTRING (73.8578684 18.4656075, 73.8578377 18.4659373)"
Kharadi Bypass,trunk,"LINESTRING (73.9276121 18.5028761, 73.9276048 18.5027754, 73.9276019 18.502736, 73.9276069 18.5026699, 73.9276401 18.5025764, 73.9277078 18.5024798)"
Kharadi Bypass,trunk,"LINESTRING (73.9274021 18.5029084, 73.9274255 18.5031628, 73.9274942 18.5039091, 73.9275192 18.5041811, 73.9275664 18.5046774, 73.9276041 18.5050957, 73.9276114 18.5051839, 73.9276659 18.5052509)"
Mundhwa Road,trunk,"LINESTRING (73.93286 18.5155947, 73.9327346 18.5151511)"
Mundhwa Road,trunk,"LINESTRING (73.9327346 18.5151511, 73.932632 18.5147883, 73.9326073 18.5147011)"
Solapur Road,trunk,"LINESTRING (73.9266639 18.5025967, 73.9257331 18.5028466, 73.925522 18.5028333)"
Nagar Road,trunk,"LINESTRING (73.9111675 18.5586121, 73.9114881 18.5587221)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8659357 18.5301182, 73.8676441 18.5301904, 73.8678845 18.530186, 73.8681209 18.5301634, 73.86833 18.5301356, 73.8684813 18.530101, 73.8685446 18.5300865, 73.8692866 18.5298627, 73.8694715 18.529818, 73.8697687 18.5297593, 73.8700341 18.5297127, 73.8701355 18.5297018, 73.8701939 18.5296962, 73.8704524 18.5296762, 73.8706239 18.5296733, 73.8707529 18.5296712, 73.870941 18.5296696, 73.8711624 18.5296678, 73.8720589 18.5297111, 73.8721309 18.5297143, 73.872247 18.5297211, 73.8724429 18.5297327, 73.8728322 18.5297577)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8659381 18.5300328, 73.864747 18.5299825, 73.8642039 18.5299503, 73.8639181 18.5299232, 73.8637162 18.5298859, 73.8635751 18.5298419, 73.8634551 18.5297866, 73.8633869 18.5297589, 73.8633199 18.5297318)"
Satara Road,trunk,"LINESTRING (73.857161 18.4791274, 73.8571538 18.4793802, 73.8571416 18.4798046, 73.8571363 18.4799869, 73.857131 18.4801704, 73.8571293 18.4801954, 73.8571121 18.480447, 73.8570929 18.4806767, 73.8571103 18.4811634)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8535653 18.449619, 73.8520418 18.4500497)"
"['Katraj - Dehu Road Bypass', 'Westerly Diversion']",trunk,"LINESTRING (73.7692761 18.5592749, 73.7692606 18.5593189, 73.7686761 18.5609836, 73.7686147 18.5611523, 73.7679328 18.5630707, 73.7678395 18.563333, 73.7675302 18.5642033, 73.7663803 18.5672849)"
"['Katraj - Dehu Road Bypass', 'Westerly Diversion']",trunk,"LINESTRING (73.7694967 18.5590731, 73.7695149 18.5590212, 73.7700709 18.5574377, 73.7701071 18.5573347, 73.770503 18.5562071, 73.7705712 18.5560129, 73.7716219 18.5530203, 73.7718402 18.552404, 73.772055 18.5517972, 73.7732659 18.5484003, 73.7734082 18.5479877, 73.7734974 18.547748, 73.7740827 18.5461232, 73.7742045 18.5457846, 73.7743226 18.5454824, 73.7743911 18.5453308, 73.774457 18.5452001, 73.7745627 18.5450159, 73.7746621 18.5448572)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8560304 18.5010571, 73.8558377 18.501062)"
