name,highway,geometry
Satara Road,trunk,"LINESTRING (73.8578276 18.4966155, 73.8578276 18.4967061)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8540449 18.5013062, 73.85401 18.5012864, 73.8539692 18.501278, 73.8539279 18.5012839, 73.8538916 18.5013035, 73.8538651 18.5013341)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8538651 18.5013341, 73.8538551 18.5013573, 73.8538509 18.5013819, 73.8538528 18.5014069, 73.8538607 18.5014307)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8540504 18.5014597, 73.8540731 18.501424, 73.85408 18.5013829, 73.8540701 18.5013423, 73.8540449 18.5013062)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8538229 18.5026015, 73.8537652 18.5031046, 73.8537455 18.5032899, 73.853689 18.5037682)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.853689 18.5037682, 73.8537455 18.5032899, 73.8537652 18.5031046, 73.8538229 18.5026015)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.853689 18.5037682, 73.8537257 18.5038932, 73.8537065 18.5041235)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.853689 18.5037682, 73.8536268 18.503882, 73.8536161 18.504011)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8535959 18.5042516, 73.8535877 18.504333, 73.8536228 18.5044604)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8536228 18.5044604, 73.8535892 18.5049437)"
Nagar Road,trunk,"LINESTRING (73.8993944 18.5530098, 73.8987219 18.552825, 73.8985903 18.5527873)"
Nagar Road,trunk,"LINESTRING (73.9181949 18.5609915, 73.9182794 18.5610157)"
Viman Nagar Road,trunk,"LINESTRING (73.9182794 18.5610157, 73.918311 18.5609038)"
Nagar Road,trunk,"LINESTRING (73.9182794 18.5610157, 73.9185018 18.5610819, 73.9186476 18.5611245)"
Satara Road,trunk,"LINESTRING (73.857366 18.4876693, 73.8573435 18.4880826)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8510277 18.5493193, 73.8511186 18.5491473)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8465231 18.5574397, 73.846395 18.5575821)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8632296 18.4998949, 73.8631709 18.4999036, 73.863097 18.4999158, 73.8629535 18.499932, 73.8628917 18.499939, 73.8619463 18.5000456, 73.8618772 18.5000597, 73.8618071 18.5000741, 73.8614555 18.500146, 73.8613237 18.5001702)"
Satara Road,trunk,"LINESTRING (73.8584809 18.500024, 73.8584621 18.4998631, 73.8584433 18.4996717)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8632432 18.500015, 73.8634344 18.4999895, 73.8641161 18.4999441, 73.8641846 18.4999426)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8611014 18.5002109, 73.8607889 18.5002338, 73.8607171 18.5002433)"
,trunk,"LINESTRING (73.8611014 18.5002109, 73.8608223 18.5002824, 73.8605703 18.5003305, 73.8601908 18.5003737, 73.8588551 18.5005365, 73.8579914 18.500623, 73.8574272 18.5007286, 73.856907 18.5008294, 73.8561297 18.5009938, 73.8558377 18.501062)"
"['Jagannath Shankarsheth Marg', 'Atal Bihari Vajpayee saheb Flyover']",trunk,"LINESTRING (73.8663582 18.5004324, 73.8669209 18.5006961, 73.8679958 18.5011655, 73.868202 18.5012419, 73.8685169 18.5013359, 73.8694093 18.5015663, 73.8698269 18.5016548, 73.8705462 18.5017981, 73.8706978 18.5018214, 73.8711051 18.5018678, 73.8713119 18.5018729, 73.8724677 18.5019036, 73.8732032 18.5019233)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8589959 18.5004347, 73.8586231 18.5004517, 73.8585493 18.5004551)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8732032 18.5019233, 73.8735743 18.5019335)"
Nagar Road,trunk,"LINESTRING (74.0030532 18.5970833, 74.0027995 18.5968959, 74.0023401 18.5965566, 74.0017168 18.5959644, 74.0016894 18.5959358, 74.0014962 18.5957343, 74.001189 18.5953446, 74.0008728 18.5948957, 74.0006117 18.594525, 74.0003168 18.5941063, 73.9996812 18.5932039, 73.9994194 18.5928274, 73.9992154 18.5925171, 73.99917 18.5924473, 73.9986028 18.5914599, 73.9984908 18.591265, 73.9982101 18.5907763, 73.9980755 18.5905419, 73.9975263 18.5897716)"
Satara Road,trunk,"LINESTRING (73.8573484 18.4892711, 73.8573643 18.4893622)"
Satara Road,trunk,"LINESTRING (73.8575729 18.4892742, 73.8575488 18.4891154, 73.8575293 18.4888723, 73.857527 18.4881688, 73.8575299 18.4881228, 73.8575435 18.4879045)"
Satara Road,trunk,"LINESTRING (73.8575838 18.4893652, 73.8575729 18.4892742)"
Satara Road,trunk,"LINESTRING (73.8576197 18.4869255, 73.8576183 18.486855, 73.8576529 18.4863511, 73.8576753 18.4860241, 73.8576829 18.485914, 73.8576867 18.4858109, 73.8577057 18.4852933, 73.8577031 18.4851254)"
Satara Road,trunk,"LINESTRING (73.8576126 18.487039, 73.8576197 18.4869255)"
Satara Road,trunk,"LINESTRING (73.857417 18.4829228, 73.857404 18.4828461, 73.8573904 18.4827425, 73.8573659 18.4825554, 73.8573571 18.4824887, 73.8573289 18.4821758)"
Solapur Road,trunk,"LINESTRING (73.9412878 18.5003877, 73.9410441 18.5003674, 73.9409847 18.5003754, 73.9407273 18.5004052, 73.9403303 18.5004517, 73.9401965 18.5004674, 73.9401099 18.5004775, 73.9400399 18.5004857, 73.9397825 18.5005224)"
Solapur Road Flyover,trunk,"LINESTRING (73.9412878 18.5003877, 73.9410342 18.5004256, 73.9407805 18.5004635, 73.9380434 18.5008494)"
Solapur Road Flyover,trunk,"LINESTRING (73.9380434 18.5008494, 73.9370252 18.5009433, 73.9363086 18.5010086, 73.9359073 18.5010558, 73.93349 18.5014179, 73.933097 18.5014601, 73.931465 18.5015409, 73.9312069 18.5015574, 73.9309488 18.5015739)"
Solapur Road,trunk,"LINESTRING (73.9309488 18.5015739, 73.9309042 18.5015783)"
Solapur Road,trunk,"LINESTRING (73.9300459 18.5016695, 73.9298087 18.5016949, 73.9297647 18.5016996, 73.9294703 18.5017333, 73.9287641 18.501941)"
Magarpatta Road Flyover,trunk,"LINESTRING (73.9300459 18.5016695, 73.9295004 18.5018168, 73.9290473 18.5019469, 73.9280131 18.5022146, 73.9277288 18.502296, 73.9275981 18.5023501, 73.9275062 18.5023895)"
Solapur Road,trunk,"LINESTRING (73.9277078 18.5024798, 73.9288023 18.5021122, 73.9288809 18.5020903)"
Solapur Road,trunk,"LINESTRING (73.9271895 18.502607, 73.9272898 18.502583, 73.9273744 18.5025621)"
Kharadi Bypass,trunk,"LINESTRING (73.9271895 18.502607, 73.927326 18.5026349, 73.927361 18.502671, 73.9273868 18.502742)"
Solapur Road,trunk,"LINESTRING (73.9215642 18.5038765, 73.9214266 18.5039195)"
Solapur Road,trunk,"LINESTRING (73.9211004 18.5040222, 73.9208291 18.5041075)"
Solapur Road,trunk,"LINESTRING (73.921476 18.5040948, 73.9216724 18.5040386, 73.9219605 18.5039654, 73.9220388 18.5039442)"
Kharadi Bypass,trunk,"LINESTRING (73.9277538 18.5055373, 73.9277271 18.5051545)"
Pune-Solapur Road,trunk,"LINESTRING (73.9126052 18.5061788, 73.9121251 18.5062091, 73.9116931 18.506228, 73.9114961 18.5062366, 73.911339 18.5062389, 73.9086552 18.5062788, 73.9084009 18.5062919)"
Pune-Solapur Road,trunk,"LINESTRING (73.9069172 18.506385, 73.9063563 18.5064051, 73.9061295 18.5064132, 73.9057253 18.5064115, 73.9051219 18.5064089, 73.9050314 18.5064085, 73.9042422 18.5064281)"
Solapur Road,trunk,"LINESTRING (73.9069232 18.5065395, 73.9070354 18.5065359)"
Solapur Road,trunk,"LINESTRING (73.9226535 18.5036045, 73.9225777 18.5036234, 73.9223412 18.5036821, 73.9219586 18.5037765)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8509127 18.5360434, 73.8509227 18.5360182, 73.8509558 18.5359332)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8508171 18.5360689, 73.8506643 18.5366637, 73.8506011 18.5368909)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8505829 18.5379732, 73.8505492 18.5377843, 73.8505372 18.5375955, 73.8505264 18.5374938, 73.8505462 18.5373673, 73.8507105 18.5367738, 73.8508152 18.5363846, 73.8509127 18.5360434)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8505023 18.5380203, 73.8505233 18.5383085, 73.8505384 18.5383929, 73.8505574 18.5384987, 73.8505984 18.5386943, 73.8506161 18.5387784, 73.8506277 18.5388338, 73.850802 18.5393991, 73.8508925 18.5396738, 73.8509369 18.5398088, 73.8509937 18.5400657, 73.8513593 18.5417185, 73.8514985 18.5425463, 73.8515046 18.5426132)"
Shivaji Road,trunk,"LINESTRING (73.8517676 18.5269621, 73.8513305 18.5271889, 73.8512891 18.5272115, 73.8511482 18.5272884)"
Shivaji Road,trunk,"LINESTRING (73.8504224 18.5279081, 73.8503419 18.5280343, 73.8502456 18.5281933, 73.8501582 18.5283743, 73.8500743 18.5285654)"
Shivaji Road,trunk,"LINESTRING (73.8500743 18.5285654, 73.8499789 18.5288329, 73.8499519 18.5289578)"
Bund Garden Road,trunk,"LINESTRING (73.8783718 18.5333064, 73.8785617 18.5334709, 73.8787226 18.5336043)"
Bund Garden Road,trunk,"LINESTRING (73.878795 18.533545, 73.8786251 18.5334041, 73.8785503 18.5333384)"
Bund Garden Road,trunk,"LINESTRING (73.8787226 18.5336043, 73.878822 18.5336882)"
Bund Garden Road,trunk,"LINESTRING (73.8796412 18.5346914, 73.8796807 18.5347471, 73.8798113 18.5349154, 73.87994 18.5350876, 73.8802173 18.5354792, 73.8804662 18.5358764, 73.8805888 18.5360721, 73.8807342 18.5362754, 73.8808024 18.5363708, 73.8809282 18.5365786, 73.8809479 18.5366111, 73.8809724 18.5366516, 73.8811467 18.5369443)"
Bund Garden Road,trunk,"LINESTRING (73.8796412 18.5346914, 73.8795373 18.5345188, 73.8792776 18.5341343, 73.8791443 18.5339369, 73.8790479 18.5338014, 73.8789675 18.5336947, 73.8788855 18.5336216)"
Bund Garden Road,trunk,"LINESTRING (73.8795394 18.5346918, 73.8795725 18.5347432)"
Bund Garden Road,trunk,"LINESTRING (73.8795725 18.5347432, 73.8796156 18.5348041, 73.8797067 18.5349275, 73.8798924 18.5351876, 73.8801327 18.535529)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8511974 18.5404359, 73.8511396 18.540176, 73.8510517 18.5397805, 73.8509154 18.5393666, 73.8508919 18.5392905)"
Bajirao Road,trunk,"LINESTRING (73.8550907 18.5214874, 73.8550567 18.5215518, 73.8550383 18.5215866, 73.8550289 18.521614, 73.8550262 18.5216413, 73.8550269 18.521675)"
"['Shivaji Bridge', 'Shivaji Road']",trunk,"LINESTRING (73.8550269 18.521675, 73.8549962 18.5217399, 73.8546064 18.5225817, 73.8544241 18.5230445, 73.8542752 18.5234273, 73.8537138 18.5247342)"
Shivaji Road,trunk,"LINESTRING (73.8550269 18.521675, 73.8550584 18.5216527, 73.8550839 18.5216292, 73.8551205 18.5215876, 73.855167 18.521526)"
Shivaji Road,trunk,"LINESTRING (73.855167 18.521526, 73.8551918 18.5214931, 73.8552489 18.5214023, 73.8552841 18.5213468)"
Satara Road,trunk,"LINESTRING (73.8583033 18.4632196, 73.8583029 18.4631859, 73.8583091 18.4625849, 73.8582295 18.462457)"
Satara Road,trunk,"LINESTRING (73.8582355 18.4641592, 73.8582703 18.4638514, 73.8582958 18.463597)"
Satara Road,trunk,"LINESTRING (73.8581443 18.4649441, 73.8582355 18.4641592)"
Satara Road,trunk,"LINESTRING (73.8576128 18.4679779, 73.8575753 18.4682667)"
Sadguru Shankar Maharaj Uddanpul,trunk,"LINESTRING (73.8564651 18.473562, 73.8564744 18.4733148, 73.856682 18.472527, 73.8567851 18.4721357, 73.8570275 18.4712184, 73.8570868 18.4709869, 73.8571378 18.4707379, 73.8575339 18.4694399, 73.8576471 18.4688669, 73.8577297 18.4684277, 73.8578104 18.4679476, 73.8578828 18.4672745, 73.8579524 18.4665988, 73.8581076 18.4648823, 73.8582164 18.4635897, 73.8582572 18.4632211, 73.8582565 18.4629417, 73.8582504 18.4626084, 73.8582295 18.462457)"
Satara Road,trunk,"LINESTRING (73.8564651 18.473562, 73.8565523 18.4733372, 73.8567348 18.4725407, 73.8568246 18.4721794, 73.8568609 18.4720597, 73.8568742 18.4720158, 73.8571092 18.471241, 73.8571572 18.4710359, 73.8571674 18.4709766, 73.8572046 18.470759, 73.8573913 18.4700781, 73.8575074 18.4697367, 73.857572 18.4694904, 73.8575954 18.4693828)"
Satara Road,trunk,"LINESTRING (73.8561997 18.474455, 73.8562118 18.4747247, 73.8561957 18.4752119, 73.856193 18.4756787, 73.856201 18.4759, 73.8562359 18.4761048, 73.8562781 18.4762651)"
Satara Road,trunk,"LINESTRING (73.8562781 18.4762651, 73.85637 18.4764234, 73.8564987 18.4765983, 73.8566409 18.476784, 73.8567187 18.4768756, 73.8567764 18.4769456, 73.8569864 18.4772277, 73.857091 18.477475, 73.857139 18.4777499, 73.8571692 18.4781963)"
Satara Road,trunk,"LINESTRING (73.8573302 18.4787085, 73.8573208 18.4785762, 73.8573204 18.4785379, 73.8573182 18.4783206, 73.8573101 18.478184, 73.8572836 18.4777399, 73.8572665 18.4775211, 73.8572464 18.4773844, 73.8572142 18.4772712, 73.8571475 18.4771472)"
Satara Road,trunk,"LINESTRING (73.8573128 18.4803213, 73.8573241 18.4798426, 73.8573316 18.4795264, 73.8573339 18.4791879, 73.8573356 18.4789324, 73.8573302 18.4787085)"
Satara Road,trunk,"LINESTRING (73.8571103 18.4811634, 73.8571123 18.48126)"
Satara Road,trunk,"LINESTRING (73.8571123 18.48126, 73.8571136 18.4813147, 73.857136 18.4818271, 73.8571498 18.4821423, 73.8571545 18.4822215, 73.8571677 18.4824469)"
Satara Road,trunk,"LINESTRING (73.8573289 18.4821758, 73.8573281 18.4818813, 73.8573235 18.4816722, 73.8573088 18.4813147, 73.8573071 18.4812527)"
Satara Road,trunk,"LINESTRING (73.857384 18.4869214, 73.8573855 18.4870259)"
Satara Road,trunk,"LINESTRING (73.8573855 18.4870259, 73.8573917 18.4871016, 73.857366 18.4876693)"
Satara Road,trunk,"LINESTRING (73.8575565 18.490761, 73.8575817 18.490921, 73.8575991 18.4912153, 73.8575785 18.4915081, 73.8575782 18.4916615)"
Satara Road,trunk,"LINESTRING (73.8576104 18.4924231, 73.8576231 18.4925557, 73.8576762 18.493062)"
Satara Road,trunk,"LINESTRING (73.8579948 18.4940588, 73.857974 18.4939278, 73.8579318 18.4936615, 73.8579061 18.4934685, 73.8578757 18.4932599, 73.85787 18.4931948, 73.8578593 18.4930734, 73.8578102 18.4925519, 73.8578005 18.4924118)"
Satara Road,trunk,"LINESTRING (73.8578276 18.4967061, 73.8578332 18.4968131, 73.8578357 18.4968618, 73.8578439 18.4970187, 73.8580156 18.4980916, 73.8580563 18.4983432, 73.8580775 18.4984966, 73.858088 18.4985728, 73.8581053 18.4987045)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8585493 18.5004551, 73.8584273 18.5004653)"
Satara Road,trunk,"LINESTRING (73.8585493 18.5004551, 73.8585155 18.500242, 73.8584809 18.500024)"
Satara Road,trunk,"LINESTRING (73.8585447 18.5005474, 73.8585493 18.5004551)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8585447 18.5005474, 73.8586217 18.5005446, 73.8586361 18.5005473, 73.8586657 18.5005582, 73.8586943 18.5005768, 73.8587115 18.5005904, 73.8587189 18.5005963, 73.8587414 18.5006072, 73.8587695 18.5006135, 73.8588862 18.5006236)"
Satara Road,trunk,"LINESTRING (73.8589932 18.4464613, 73.8588926 18.4468074, 73.8587908 18.4471827)"
Satara Road,trunk,"LINESTRING (73.858625 18.4480809, 73.8589186 18.4472028)"
,trunk,"LINESTRING (73.858625 18.4480809, 73.8584544 18.4480926)"
,trunk,"LINESTRING (73.8583819 18.4483594, 73.8584998 18.4482663, 73.8585951 18.4481904)"
Satara Road,trunk,"LINESTRING (73.8583819 18.4483594, 73.8583347 18.4484862, 73.8582467 18.4489186)"
Satara Road,trunk,"LINESTRING (73.8578149 18.4938583, 73.8578509 18.4941235)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8527123 18.5327075, 73.8526806 18.5327481, 73.8524288 18.5331158, 73.8523132 18.5332847, 73.8522488 18.5334563)"
Bajirao Road,trunk,"LINESTRING (73.8536966 18.5078494, 73.8536986 18.5080976)"
Bajirao Road,trunk,"LINESTRING (73.8537619 18.5099513, 73.8537923 18.5102847, 73.8538173 18.5105598)"
Shivaji Road,trunk,"LINESTRING (73.8562463 18.5172658, 73.8562528 18.5169354, 73.8562542 18.516866)"
Shivaji Road,trunk,"LINESTRING (73.8561283 18.5200921, 73.8561493 18.5197123)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8745071 18.5019445, 73.8747044 18.5019467, 73.8747638 18.5019538)"
Mundhwa Road,trunk,"LINESTRING (73.9297898 18.5084261, 73.9297154 18.5083379, 73.9297102 18.5083317)"
Mundhwa Road,trunk,"LINESTRING (73.9297243 18.5084778, 73.9297546 18.5085136, 73.9298116 18.5085747, 73.9305103 18.5093396, 73.9319514 18.5109152, 73.9320569 18.5110449, 73.9321441 18.5111541, 73.9322211 18.5112682, 73.9322767 18.5113919, 73.9323205 18.5115457, 73.9323498 18.5116811, 73.9323744 18.5119333, 73.9324618 18.5143275, 73.9324762 18.5144711, 73.932481 18.5145194)"
Mundhwa Road,trunk,"LINESTRING (73.9325655 18.514508, 73.932547 18.5143223, 73.9325404 18.5141379, 73.9324734 18.5122751, 73.9324595 18.5119281, 73.9324342 18.5116692, 73.9324035 18.511527, 73.9323575 18.5113653, 73.9322967 18.5112303, 73.9322141 18.5111078, 73.9321247 18.5109959, 73.9320174 18.510864, 73.9307901 18.5095022)"
Mundhwa Road,trunk,"LINESTRING (73.932481 18.5145194, 73.9325228 18.5147136)"
Mundhwa Road,trunk,"LINESTRING (73.9326073 18.5147011, 73.9325655 18.514508)"
Mundhwa Road,trunk,"LINESTRING (73.9325228 18.5147136, 73.9328605 18.5159085, 73.9328865 18.5160318, 73.9329028 18.5161587, 73.932911 18.5162623, 73.9329142 18.5164148, 73.9329093 18.5165558, 73.9328929 18.5167039, 73.9328696 18.5168865, 73.9326271 18.5187322, 73.9324526 18.5200611)"
Shivaji Road,trunk,"LINESTRING (73.856596 18.51479, 73.8566723 18.5147029)"
Shivaji Road,trunk,"LINESTRING (73.8561493 18.5197123, 73.8561747 18.5192133)"
Satara Road,trunk,"LINESTRING (73.857814 18.4683105, 73.8578546 18.4680046, 73.8578747 18.4678177)"
Solapur Road,trunk,"LINESTRING (73.9457659 18.4999124, 73.9472879 18.4997093, 73.9487805 18.4995102)"
Solapur Road,trunk,"LINESTRING (73.9441009 18.5001346, 73.9448962 18.5000285)"
Solapur Road,trunk,"LINESTRING (73.9424294 18.500229, 73.942123 18.5002683, 73.9417324 18.5003269, 73.9412878 18.5003877)"
Solapur Road,trunk,"LINESTRING (73.9309042 18.5015783, 73.9303555 18.5016319, 73.9300459 18.5016695)"
Solapur Road,trunk,"LINESTRING (73.9287641 18.501941, 73.9287395 18.5019482, 73.9277128 18.5022286, 73.9275166 18.5023043, 73.9274748 18.5023204)"
Solapur Road,trunk,"LINESTRING (73.9236201 18.503357, 73.9234498 18.5034036, 73.9233592 18.5034284, 73.9232443 18.5034571)"
Solapur Road,trunk,"LINESTRING (73.9204504 18.5042183, 73.9203575 18.5042436, 73.9195433 18.5044803)"
Shivaji Road,trunk,"LINESTRING (73.8580364 18.5076154, 73.8580363 18.5075075, 73.8580596 18.5067246, 73.8580613 18.5066677)"
Shivaji Road,trunk,"LINESTRING (73.8579425 18.5095557, 73.8579573 18.5092428)"
Bajirao Road,trunk,"LINESTRING (73.853756 18.5095901, 73.8537619 18.5099513)"
Shivaji Road,trunk,"LINESTRING (73.8579056 18.511569, 73.8579066 18.5114908, 73.8579167 18.510704, 73.8579176 18.5106381)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8072692 18.4769249, 73.8068903 18.4773532)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8838103 18.4529189, 73.8842137 18.4531632, 73.8842556 18.4531886, 73.8847948 18.4535618)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8860658 18.4538668, 73.8866065 18.4538731)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.88491 18.4536465, 73.8850737 18.453761)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8850737 18.453761, 73.8851917 18.4538196, 73.8853553 18.4538628, 73.8855672 18.4538806, 73.8857737 18.4538806, 73.8860658 18.4538668)"
,trunk,"LINESTRING (73.8604744 18.4388152, 73.8605003 18.4384295, 73.860518 18.4381648)"
,trunk,"LINESTRING (73.8604744 18.4388152, 73.8604577 18.4389802, 73.8604478 18.4390779, 73.8604213 18.4392595, 73.8602583 18.4399223, 73.8602243 18.4400608)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8587908 18.4471827, 73.8589186 18.4472028)"
Satara Road,trunk,"LINESTRING (73.8587908 18.4471827, 73.858738 18.4473475, 73.8585649 18.4478244, 73.8585246 18.4479208, 73.8584544 18.4480926)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8549297 18.5304853, 73.8546885 18.5307274)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.855143 18.5302783, 73.8549297 18.5304853)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.855143 18.5302783, 73.8553365 18.530349)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.855143 18.5302783, 73.8551033 18.5302656)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8547819 18.5302834, 73.855012 18.5302978, 73.8551033 18.5302656)"
,trunk,"LINESTRING (73.8832866 18.5447898, 73.8833305 18.5449523, 73.8833772 18.5450314, 73.8834378 18.5450903, 73.8835394 18.5451447)"
Bajirao Road,trunk,"LINESTRING (73.8538396 18.5130271, 73.8538452 18.5133364)"
Nagar Road,trunk,"LINESTRING (73.8938318 18.5503451, 73.8939381 18.5504529, 73.8951167 18.5514833, 73.8952359 18.5515765, 73.8953245 18.5516342, 73.8953938 18.5516794, 73.8956329 18.5518288, 73.8960634 18.5520977)"
Mundhwa Road Railway Flyover,trunk,"LINESTRING (73.9324666 18.5297888, 73.9324734 18.5296781, 73.9324753 18.5296467, 73.9324735 18.5295398, 73.9324651 18.5290335, 73.9324628 18.5288978, 73.9324556 18.5288208, 73.9324043 18.5282681, 73.9323985 18.5282061, 73.9323287 18.5275245, 73.9323093 18.5273053, 73.9323126 18.526726, 73.9323234 18.525846, 73.9323126 18.5249508, 73.932318 18.5243302, 73.9323056 18.524068, 73.9322903 18.5239328)"
Kharadi Bypass,trunk,"LINESTRING (73.9358195 18.5450312, 73.9357878 18.5449185)"
Kharadi Bypass,trunk,"LINESTRING (73.9356634 18.5450687, 73.935717 18.5452644, 73.9361158 18.5468353, 73.9361759 18.5470913)"
Kharadi Bypass,trunk,"LINESTRING (73.938426 18.559782, 73.9383772 18.5593683, 73.9383627 18.5592458, 73.9383227 18.5588886)"
Nagar Road,trunk,"LINESTRING (73.8843047 18.5451618, 73.8845113 18.5451329, 73.8846193 18.5451096, 73.8847018 18.5450873, 73.8847801 18.5450723)"
"['Bund Garden Bridge', 'Bund Garden Road']",trunk,"LINESTRING (73.8843047 18.5451618, 73.884438 18.5450684, 73.8845346 18.5449853, 73.8846775 18.5447753, 73.8846914 18.5447066, 73.8847262 18.5445351, 73.8852788 18.5420988, 73.885288 18.5420538, 73.8853083 18.5419551, 73.8853839 18.5418409)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8214226 18.461675, 73.8214947 18.4616127, 73.8215587 18.4615608)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8213095 18.4617727, 73.8214226 18.461675)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8540207 18.5014819, 73.8540504 18.5014597)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8540207 18.5014819, 73.8540023 18.5015743, 73.8539688 18.5016894, 73.8539439 18.5017975, 73.8539185 18.5019545, 73.8538919 18.5022214, 73.8538641 18.5025304, 73.8538229 18.5026015)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8535892 18.5049437, 73.8535802 18.5051581)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8370746 18.5722146, 73.8369149 18.5725979)"
Satara Road,trunk,"LINESTRING (73.8581134 18.4966021, 73.8581204 18.4965223, 73.8581237 18.4964844, 73.8581333 18.4962483, 73.8581349 18.4962103, 73.8581329 18.4959001, 73.8581327 18.4958697, 73.8581259 18.4956096, 73.8581229 18.4955341)"
"['Solapur Road', 'Solapur Road Flyover']",trunk,"LINESTRING (73.9130642 18.5063196, 73.9132668 18.5062886, 73.9137948 18.5062196, 73.91431 18.5060967, 73.9155569 18.5057703, 73.9174879 18.5052386)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8593005 18.4472663, 73.8590228 18.4472176, 73.8589186 18.4472028)"
Katraj Flyover,trunk,"LINESTRING (73.8594138 18.4478854, 73.8594908 18.4478282, 73.8595703 18.4477962, 73.8596712 18.4477817, 73.8604554 18.4476585, 73.8606107 18.4476415, 73.8607525 18.4476373, 73.8615525 18.4477027, 73.862475 18.4478514, 73.8634019 18.448058, 73.8635218 18.4480973, 73.8637724 18.4481975, 73.8638601 18.4482519)"
,trunk,"LINESTRING (73.8594138 18.4478854, 73.8594621 18.4477866, 73.8594955 18.4477499)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8594138 18.4478854, 73.8592561 18.4479771, 73.8591924 18.4480013, 73.8591213 18.4480051, 73.8590549 18.4480077, 73.8589665 18.4480224, 73.858828 18.4480697)"
,trunk,"LINESTRING (73.858828 18.4480697, 73.858625 18.4480809)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.858828 18.4480697, 73.8589665 18.4480224, 73.8590549 18.4480077, 73.8591213 18.4480051, 73.8591924 18.4480013, 73.8592561 18.4479771, 73.8594138 18.4478854)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.863984 18.4482303, 73.8639197 18.4481832)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8639191 18.4483022, 73.864029 18.4483868, 73.8641605 18.4484816, 73.8643254 18.4485592, 73.8644007 18.4485765)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8798492 18.4507786, 73.8800016 18.450858, 73.8801717 18.4509319, 73.8802264 18.4509513, 73.8807794 18.451148, 73.8809017 18.451206, 73.8809217 18.4512155)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.883197 18.4524412, 73.883405 18.4526466, 73.8836273 18.4528104, 73.8838103 18.4529189)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8893317 18.452868, 73.8894427 18.4528056, 73.8894595 18.4527962, 73.8895784 18.4527293, 73.889797 18.4526568, 73.8901226 18.4525873, 73.8902436 18.4525652, 73.8904501 18.4525016, 73.8907405 18.4523839)"
Solapur Road,trunk,"LINESTRING (73.9490737 18.4994711, 73.9514648 18.499153)"
Solapur Road,trunk,"LINESTRING (73.9300401 18.5018152, 73.9303691 18.5017535, 73.9309471 18.5016937)"
Solapur Road,trunk,"LINESTRING (73.9288809 18.5020903, 73.9295128 18.5019142, 73.929588 18.5019001, 73.9300401 18.5018152)"
Solapur Road,trunk,"LINESTRING (73.9541378 18.4987728, 73.9547007 18.4986932)"
